business_id,postal_code,city,stars,latitude,attributes.RestaurantsPriceRange2,categories,name,is_open,address,longitude,review_count,state,hours,cat,checkin_info
ERM603jbIbNqX2c7Ww1Qiw,85028,Phoenix,3,33.5958474,1,"Mexican, Restaurants, Food",Cafe Rio,1,12005 N Tatum Blvd,-111.9804707,66,AZ,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Friday': '10:30-23:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-23:0', 'Sunday': '11:0-22:0', 'Saturday': '10:30-23:0'}",Mexican,"{'19:2': 7, '22:6': 1, '19:0': 6, '0:2': 3, '1:1': 3, '0:3': 4, '20:4': 3, '0:5': 5, '1:6': 4, '1:4': 3, '19:1': 1, '20:3': 2, '3:6': 2, '0:0': 3, '1:0': 3, '19:4': 2, '20:6': 1, '1:3': 3, '4:2': 2, '4:6': 1, '1:5': 6, '3:4': 1, '18:5': 2, '21:5': 1, '2:6': 2, '3:5': 1, '18:3': 1, '18:2': 2, '2:3': 4, '19:3': 2, '22:3': 1, '4:3': 2, '0:1': 3, '20:2': 2, '23:5': 1, '2:1': 1, '2:0': 2, '1:2': 2, '0:4': 4, '20:5': 1, '4:4': 1, '19:5': 1, '2:2': 1, '22:5': 2, '2:4': 1, '23:6': 1, '2:5': 1, '0:6': 3, '3:0': 1, '21:3': 1}"
erpMXkhBRNAwfXYfqIaC6Q,85021,Phoenix,4.5,33.5657923,2,"Restaurants, Japanese, Sushi Bars",Sushi Bros,1,8841 N 19th Ave,-112.0991561,139,AZ,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:30', 'Friday': '11:0-21:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Saturday': '11:0-21:30'}",Japanese,"{'23:3': 5, '0:1': 3, '1:1': 3, '2:2': 9, '20:6': 2, '2:5': 12, '20:2': 3, '18:5': 5, '20:1': 2, '2:3': 8, '19:3': 1, '1:6': 3, '19:6': 1, '14:0': 1, '19:5': 16, '21:5': 9, '21:1': 3, '0:4': 2, '3:0': 2, '19:0': 1, '3:2': 1, '0:6': 7, '2:6': 7, '3:6': 2, '17:6': 1, '18:0': 3, '21:4': 1, '1:0': 2, '2:1': 5, '22:6': 2, '22:3': 3, '3:5': 11, '22:5': 4, '2:0': 2, '20:5': 5, '19:1': 1, '22:1': 4, '23:1': 3, '19:2': 4, '1:3': 5, '23:2': 8, '23:5': 1, '23:4': 4, '1:4': 5, '1:2': 6, '22:0': 9, '0:2': 4, '22:2': 2, '3:4': 2, '23:0': 3, '18:2': 4, '18:4': 27, '22:4': 4, '0:3': 4, '18:3': 5, '20:4': 5, '23:6': 1, '0:5': 7, '21:0': 3, '3:1': 2, '4:5': 2, '19:4': 7, '3:3': 1, '2:4': 7, '17:2': 1, '1:5': 6, '18:1': 1, '4:2': 1}"
ERuWDU3A8uVoZT0CCjZbcw,85281,Tempe,4.5,33.4155418,1,"Shaved Ice, Juice Bars & Smoothies, Coffee & Tea, Tea Rooms, Bubble Tea, Restaurants, Food, Fast Food",Mango Rabbit,1,"1250 E Apache Blvd, Ste 112",-111.9183888,73,AZ,"{'Monday': '0:0-0:0', 'Tuesday': '12:0-22:0', 'Friday': '12:0-23:30', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-23:0', 'Sunday': '12:0-23:0', 'Saturday': '12:0-23:30'}",Coffee N Tea,"{'4:5': 2, '23:6': 3, '0:1': 1, '2:1': 5, '1:2': 1, '2:3': 1, '4:3': 3, '22:3': 1, '23:4': 1, '0:5': 4, '1:5': 3, '20:5': 3, '4:6': 2, '22:6': 4, '23:0': 1, '9:3': 1, '1:4': 2, '5:5': 2, '18:5': 2, '19:5': 1, '21:6': 2, '23:3': 3, '4:1': 1, '3:4': 1, '3:5': 3, '2:6': 4, '5:6': 3, '19:0': 1, '0:2': 1, '3:2': 1, '2:2': 2, '0:4': 1, '2:4': 2, '19:3': 1, '23:5': 1, '1:6': 3, '3:1': 5, '3:6': 1, '23:1': 2, '20:3': 1, '21:4': 1, '22:5': 1, '19:6': 2, '21:0': 1, '2:5': 1, '1:0': 2, '0:6': 1, '23:2': 1}"
eS29S_06lvsDW04wVrIVxg,85006,Phoenix,4,33.4790158,2,"Sandwiches, Breakfast & Brunch, Mexican, Restaurants, Cafes",Barrio Caf̩,1,2814 N 16th St,-112.047963,1413,AZ,"{'Tuesday': '11:0-22:0', 'Friday': '11:0-22:30', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-21:0', 'Saturday': '11:0-22:30'}",Cafes,"{'18:1': 23, '1:2': 35, '21:2': 14, '1:0': 36, '19:3': 20, '3:6': 36, '0:6': 49, '17:6': 4, '3:5': 35, '19:6': 37, '21:3': 13, '2:5': 39, '23:4': 25, '4:6': 19, '23:3': 16, '22:4': 15, '20:4': 23, '3:2': 24, '3:3': 21, '19:1': 22, '2:0': 32, '1:6': 56, '21:1': 15, '23:1': 15, '2:6': 38, '5:6': 8, '19:4': 19, '2:2': 38, '4:3': 15, '18:4': 12, '4:2': 17, '20:6': 39, '0:3': 17, '1:3': 32, '5:3': 3, '0:0': 30, '4:5': 19, '5:5': 9, '2:3': 44, '0:2': 14, '20:2': 17, '23:6': 29, '18:6': 30, '3:0': 11, '20:3': 20, '3:4': 20, '2:4': 44, '0:5': 31, '5:2': 4, '1:5': 39, '22:6': 19, '21:4': 12, '19:2': 18, '19:5': 14, '1:1': 1, '0:4': 17, '1:4': 27, '20:1': 15, '21:6': 20, '16:0': 3, '23:0': 4, '0:1': 2, '22:3': 8, '15:2': 2, '23:2': 9, '4:1': 1, '4:4': 11, '6:5': 1, '22:1': 6, '22:2': 4, '13:5': 1, '9:6': 2, '18:0': 4, '7:5': 1, '15:0': 1, '14:2': 3, '16:6': 3, '21:0': 3, '18:5': 18, '19:0': 1, '8:1': 2, '9:1': 1, '13:6': 1, '13:0': 2, '12:1': 1, '13:1': 1, '13:2': 1, '13:3': 2, '14:4': 1, '10:5': 1, '21:5': 18, '11:6': 1, '16:1': 1, '12:2': 2, '14:3': 1, '13:4': 1, '14:5': 1, '20:5': 15, '14:0': 1, '7:2': 2, '15:5': 1, '18:2': 14, '18:3': 9, '16:4': 1, '17:4': 1, '17:2': 1, '3:1': 1, '22:5': 8, '15:4': 1, '23:5': 5, '17:3': 1, '16:5': 2, '2:1': 1, '16:2': 1, '7:3': 1, '6:2': 1, '6:6': 1}"
es3Fq9KNp6Ry994x4T4ZYg,85007,Phoenix,4,33.4540504,1,"Breakfast & Brunch, Mexican, Restaurants, Bakeries, Food",AZTECA Bakeries & Restaurant,1,416 N 7th Ave,-112.0828245,76,AZ,"{'Monday': '6:30-16:0', 'Tuesday': '6:30-16:0', 'Friday': '6:30-16:0', 'Wednesday': '6:30-16:0', 'Thursday': '6:30-16:0', 'Saturday': '7:0-14:0'}",Mexican,"{'18:4': 11, '18:0': 5, '19:3': 8, '19:1': 4, '14:3': 5, '18:1': 7, '21:4': 5, '13:3': 1, '16:4': 3, '0:2': 1, '14:5': 1, '16:3': 4, '20:2': 2, '10:5': 1, '16:5': 3, '17:0': 2, '18:3': 4, '19:2': 6, '19:0': 5, '20:0': 6, '20:4': 7, '18:2': 6, '21:1': 5, '15:4': 3, '2:2': 1, '19:4': 8, '15:2': 5, '17:5': 4, '21:5': 1, '20:3': 7, '21:2': 2, '16:1': 1, '14:0': 1, '21:3': 2, '17:4': 2, '15:3': 3, '15:5': 3, '20:1': 3, '21:0': 2, '16:2': 4, '18:5': 5, '19:5': 4, '22:4': 1, '0:5': 1, '14:4': 2, '22:3': 2, '17:1': 4, '20:5': 2, '15:0': 2, '14:2': 3, '16:0': 2, '22:6': 1, '0:0': 1, '14:1': 1, '23:1': 1, '17:2': 1}"
eSENXDnnNSo-MLLkWJQ8Vg,85301,Glendale,4,33.5387799,2,"Seafood, Nightlife, Mexican, Vegetarian, Restaurants, Breakfast & Brunch, Food, Vegan, Bars",La Santisima,1,5932 W Glendale Ave,-112.1880526,356,AZ,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-21:0', 'Saturday': '11:0-23:0'}",Mexican,"{'18:0': 7, '23:4': 7, '1:5': 21, '23:3': 3, '20:4': 8, '1:3': 10, '2:3': 17, '18:3': 7, '18:4': 5, '20:6': 21, '21:1': 2, '19:4': 9, '1:6': 14, '4:6': 4, '18:6': 6, '20:0': 5, '1:4': 13, '21:4': 10, '19:5': 10, '23:5': 7, '20:2': 5, '0:5': 8, '20:5': 11, '3:0': 7, '3:4': 2, '2:5': 21, '2:4': 11, '0:0': 11, '8:1': 1, '21:5': 13, '1:2': 10, '22:5': 4, '0:6': 8, '2:6': 13, '19:1': 6, '23:1': 5, '0:2': 10, '2:0': 11, '4:5': 8, '18:2': 1, '21:2': 7, '19:6': 10, '2:1': 6, '20:1': 5, '19:2': 8, '22:4': 2, '22:1': 6, '3:6': 3, '18:1': 11, '3:3': 4, '0:1': 3, '1:1': 8, '2:2': 10, '23:6': 9, '21:0': 5, '3:5': 12, '17:6': 1, '19:3': 13, '22:3': 1, '1:0': 8, '3:2': 3, '21:6': 10, '20:3': 3, '4:1': 1, '21:3': 5, '0:4': 7, '23:0': 6, '18:5': 1, '22:6': 3, '0:3': 4, '19:0': 8, '3:1': 4, '4:3': 1, '17:5': 1, '17:1': 1, '17:3': 1, '16:0': 1}"
etGW0g4oIABVeC4Sk5YBDQ,85037,Phoenix,1.5,33.506304,1,"Fast Food, Tex-Mex, Mexican, Restaurants",Taco Bell,1,4850 N. 99th Ave,-112.2731202,12,AZ,"{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Friday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Sunday': '7:0-0:0', 'Saturday': '7:0-0:0'}",Mexican,"{'19:5': 2, '21:5': 1, '20:4': 1, '3:4': 1, '19:0': 1, '0:6': 1, '16:6': 1, '22:4': 1, '20:1': 1, '21:6': 1, '23:2': 1, '23:0': 1, '0:0': 1, '1:6': 1, '2:3': 1, '15:5': 3, '15:6': 1}"
ETTzxqOcPuxMqV37y1uhdg,85018,Phoenix,4,33.5089856,1,"Pizza, Restaurants",Giant Rustic Pizza,1,3945 E Camelback Rd,-111.9960776,141,AZ,"{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Friday': '10:30-22:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Sunday': '10:30-21:0', 'Saturday': '10:30-22:0'}",Italian,"{'22:5': 6, '1:4': 7, '20:6': 2, '23:6': 5, '1:0': 11, '19:0': 8, '1:3': 4, '3:4': 3, '4:6': 2, '3:6': 9, '20:0': 3, '18:1': 3, '21:1': 6, '0:4': 3, '0:0': 2, '1:1': 9, '2:2': 7, '0:6': 5, '21:0': 1, '4:5': 5, '0:3': 5, '0:5': 10, '19:5': 3, '2:3': 4, '19:3': 4, '22:6': 3, '18:3': 2, '22:4': 2, '1:5': 7, '2:1': 3, '3:3': 4, '3:5': 9, '20:5': 2, '3:0': 4, '2:0': 8, '4:0': 1, '3:1': 2, '21:6': 3, '1:2': 4, '1:6': 10, '5:0': 1, '23:4': 5, '2:5': 8, '23:5': 2, '18:0': 1, '21:5': 7, '18:4': 2, '18:5': 2, '21:4': 3, '2:6': 7, '19:2': 7, '20:2': 1, '15:2': 1, '9:6': 1, '19:6': 3, '20:4': 6, '19:4': 4, '22:1': 3, '19:1': 7, '20:3': 2, '20:1': 2, '23:1': 3, '18:2': 2, '21:3': 2, '3:2': 1, '23:0': 3, '17:1': 2, '16:3': 2, '23:2': 1, '18:6': 1}"
etylBefPKEMjm9nS9c1qiw,85284,Tempe,2.5,33.3350124,1,"Delis, Sandwiches, Restaurants",Port of Subs,1,1342 W Warner Rd,-111.9620302,48,AZ,"{'Monday': '9:0-18:30', 'Tuesday': '9:0-18:30', 'Friday': '9:0-18:30', 'Wednesday': '9:0-18:30', 'Thursday': '9:0-18:30', 'Sunday': '10:0-17:0', 'Saturday': '10:0-17:0'}",Sandwiches,"{'19:1': 6, '22:2': 1, '22:1': 4, '20:0': 1, '20:4': 6, '17:0': 1, '23:0': 1, '18:0': 8, '16:0': 1, '18:1': 2, '21:3': 3, '18:3': 3, '19:4': 6, '18:2': 3, '20:1': 1, '1:2': 1, '19:3': 4, '20:2': 2, '22:6': 1, '21:5': 1, '1:3': 2, '18:4': 2, '19:0': 1, '18:5': 4, '20:3': 2, '1:1': 2, '1:5': 2, '20:5': 3, '20:6': 4, '19:5': 4, '19:6': 3, '21:6': 2, '23:1': 1, '19:2': 1, '21:4': 1, '17:3': 1, '23:2': 1, '17:2': 1, '0:2': 1, '3:2': 1, '21:2': 1, '18:6': 3, '17:6': 1}"
EU83r5yrRw3zRictM5eO6Q,85050,Phoenix,4,33.66993059,1,"Restaurants, Tex-Mex, Fast Food, Mexican",Taco Bell,1,2430 E. Beardsley Rd.,-112.0291597,18,AZ,"{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Friday': '7:0-2:0', 'Wednesday': '7:0-1:0', 'Thursday': '7:0-1:0', 'Sunday': '7:0-1:0', 'Saturday': '7:0-2:0'}",Mexican,"{'2:2': 4, '2:4': 7, '1:4': 7, '1:2': 4, '3:3': 2, '16:3': 1, '3:5': 2, '19:4': 3, '5:6': 5, '3:4': 5, '2:5': 5, '20:2': 4, '22:2': 3, '22:3': 3, '21:2': 2, '22:1': 3, '6:4': 3, '0:5': 2, '7:4': 1, '16:5': 2, '22:0': 4, '5:1': 1, '21:4': 4, '4:1': 5, '19:0': 3, '1:5': 4, '2:0': 7, '3:0': 6, '1:6': 4, '18:5': 3, '2:1': 2, '4:4': 1, '17:6': 1, '2:3': 6, '6:5': 3, '3:6': 2, '20:5': 2, '21:5': 2, '5:3': 2, '17:0': 1, '17:1': 1, '7:6': 3, '1:1': 1, '7:3': 3, '19:1': 2, '0:0': 4, '1:0': 5, '23:5': 4, '5:5': 3, '18:6': 3, '4:0': 7, '18:2': 2, '9:3': 1, '5:4': 2, '6:2': 2, '23:0': 1, '6:1': 4, '22:4': 4, '19:2': 3, '19:3': 2, '0:1': 2, '0:4': 2, '0:6': 1, '2:6': 3, '20:6': 6, '23:3': 3, '7:2': 1, '23:2': 1, '4:3': 1, '19:5': 3, '1:3': 2, '20:4': 2, '20:0': 1, '4:6': 4, '22:6': 1, '21:6': 4, '23:6': 3, '8:5': 2, '18:1': 1, '14:3': 1, '0:2': 1, '4:2': 4, '20:3': 1, '6:6': 2, '19:6': 5, '17:5': 1, '6:3': 1, '5:0': 1, '22:5': 1, '20:1': 1, '4:5': 1}"
euL4wrPoczkOBkS93pxv5A,85044,Phoenix,3,33.3319027,2,"Restaurants, Mexican",Macayo's Mexican Table,1,12637 S 48th St,-111.980428,161,AZ,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-22:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-21:0', 'Saturday': '11:0-22:0'}",Mexican,"{'0:4': 10, '3:6': 5, '19:5': 9, '2:5': 14, '18:1': 4, '19:3': 7, '1:5': 12, '0:6': 17, '1:4': 5, '18:6': 4, '0:3': 11, '3:3': 9, '20:5': 10, '23:1': 8, '18:3': 1, '0:2': 7, '1:0': 9, '0:0': 7, '20:2': 4, '2:4': 8, '18:5': 4, '2:6': 16, '23:5': 5, '19:0': 6, '2:1': 9, '21:5': 6, '19:6': 8, '0:1': 6, '1:2': 16, '3:2': 8, '3:1': 4, '1:6': 16, '2:2': 6, '10:3': 1, '23:6': 8, '20:1': 3, '20:4': 3, '19:4': 8, '23:0': 4, '5:5': 3, '21:6': 6, '19:2': 9, '2:3': 6, '20:0': 4, '21:2': 2, '4:4': 4, '20:6': 8, '4:5': 3, '3:4': 7, '22:2': 4, '0:5': 14, '18:2': 8, '22:3': 8, '1:1': 11, '22:0': 3, '21:0': 2, '3:0': 2, '8:5': 1, '19:1': 5, '22:4': 2, '2:0': 6, '18:4': 4, '1:3': 5, '22:6': 4, '23:3': 1, '20:3': 3, '18:0': 4, '17:6': 1, '22:1': 2, '23:4': 3, '5:1': 1, '4:3': 1, '4:0': 2, '3:5': 4, '23:2': 2, '21:1': 2, '13:3': 1, '5:6': 1, '22:5': 1, '4:2': 1, '17:0': 1}"
EulFlbKaXT_DXG_xL6-mQQ,85018,Phoenix,3.5,33.49458635,2,"Sushi Bars, Bars, Nightlife, Restaurants",Sushi Brokers,1,4419 E Indian School Rd,-111.9860504,244,AZ,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-1:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-1:0'}",Japanese,"{'0:2': 21, '2:4': 34, '1:5': 47, '1:0': 24, '2:2': 29, '3:2': 20, '21:3': 3, '2:5': 47, '23:5': 11, '3:6': 12, '3:0': 13, '4:2': 3, '1:4': 35, '3:4': 12, '2:6': 24, '19:0': 10, '21:1': 6, '1:2': 23, '0:3': 23, '1:3': 42, '2:3': 20, '18:4': 15, '20:4': 6, '5:6': 10, '7:6': 7, '2:1': 31, '19:1': 10, '4:4': 7, '23:4': 18, '0:5': 39, '4:6': 11, '20:3': 11, '0:4': 32, '6:6': 13, '15:1': 1, '21:4': 6, '5:5': 5, '1:6': 23, '20:6': 10, '23:6': 18, '21:0': 4, '22:3': 3, '0:6': 29, '0:0': 23, '21:5': 6, '22:1': 2, '23:1': 7, '18:2': 1, '19:4': 11, '4:5': 13, '23:0': 5, '2:0': 14, '4:3': 7, '3:5': 28, '5:2': 4, '1:1': 35, '23:3': 6, '18:6': 2, '20:5': 7, '0:1': 16, '19:5': 8, '22:6': 16, '19:3': 9, '19:6': 8, '3:3': 11, '21:6': 11, '22:2': 3, '18:5': 4, '17:4': 1, '23:2': 10, '12:2': 1, '15:0': 1, '20:2': 7, '4:0': 7, '18:1': 4, '22:5': 11, '21:2': 4, '5:4': 4, '22:4': 3, '6:5': 6, '3:1': 13, '18:3': 3, '6:1': 1, '9:4': 1, '22:0': 5, '16:5': 1, '20:1': 3, '18:0': 2, '17:3': 1, '4:1': 2, '19:2': 5, '17:2': 1, '7:5': 2, '20:0': 5, '5:1': 1, '15:4': 2, '16:0': 1}"
EUQoB_ph7_xIyj7JZGI3bg,85016,Phoenix,3.5,33.4960409,2,"Italian, Restaurants, Food, Desserts, Seafood",Giuseppe's on 28th,1,"2824 E Indian School Rd, Ste 210",-112.0205662,371,AZ,"{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Friday': '10:30-22:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Sunday': '16:30-21:0', 'Saturday': '17:0-22:0'}",Italian,"{'20:3': 6, '2:1': 26, '2:2': 12, '3:5': 25, '0:3': 12, '20:2': 4, '4:3': 2, '3:3': 12, '20:0': 2, '3:0': 11, '3:4': 15, '19:1': 13, '19:2': 5, '18:1': 8, '0:6': 25, '2:6': 30, '1:6': 37, '1:4': 28, '20:4': 3, '2:0': 20, '19:3': 4, '18:0': 8, '0:5': 18, '1:2': 18, '17:1': 2, '4:1': 3, '2:4': 24, '2:5': 34, '18:3': 7, '18:2': 9, '1:3': 28, '19:4': 6, '23:6': 10, '14:0': 1, '6:2': 1, '14:4': 1, '18:6': 1, '6:0': 1, '13:0': 1, '23:0': 6, '5:2': 1, '2:3': 19, '13:4': 1, '7:4': 1, '18:4': 19, '0:0': 27, '8:6': 1, '1:1': 19, '1:5': 26, '23:5': 2, '0:1': 11, '23:3': 8, '1:0': 20, '5:4': 1, '22:6': 2, '22:5': 2, '15:5': 2, '23:2': 4, '22:2': 1, '3:1': 6, '0:4': 5, '19:0': 8, '23:1': 5, '21:6': 1, '17:0': 1, '3:6': 20, '22:0': 1, '19:5': 1, '0:2': 11, '3:2': 7, '21:1': 1, '20:1': 4, '4:6': 5, '6:5': 1, '13:3': 1, '15:3': 1, '5:6': 1, '4:5': 5, '20:5': 1, '17:4': 2, '22:3': 2, '6:3': 1, '23:4': 1, '18:5': 1, '16:4': 1}"
EV1jAj7NFNmNIqOnwZ4Acw,85003,Phoenix,3.5,33.44741883,2,"Arts & Entertainment, American (New), Restaurants, Music Venues, Bars, Event Planning & Services, Venues & Event Spaces, Nightlife",Copper Blues Rock Pub & Kitchen - Phoenix,1,"50 W Jefferson St, Ste 200",-112.0740086,544,AZ,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Friday': '11:0-2:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-2:0', 'Sunday': '15:0-0:0', 'Saturday': '15:0-2:0'}",American,"{'3:3': 21, '1:4': 45, '23:6': 14, '5:4': 12, '4:5': 58, '1:6': 42, '2:4': 48, '3:4': 28, '18:4': 6, '23:5': 12, '0:6': 25, '6:6': 64, '19:2': 10, '2:6': 32, '4:6': 75, '20:0': 4, '4:1': 4, '5:1': 4, '21:1': 3, '3:2': 16, '18:2': 3, '22:2': 2, '23:3': 14, '0:4': 35, '4:4': 26, '1:5': 58, '5:5': 58, '3:6': 40, '19:0': 8, '0:1': 21, '3:1': 12, '2:3': 17, '22:3': 2, '19:4': 7, '5:6': 63, '1:1': 14, '20:1': 1, '4:2': 9, '21:4': 5, '3:5': 55, '20:5': 1, '18:1': 4, '19:1': 5, '23:1': 13, '0:2': 39, '0:5': 36, '2:5': 40, '22:1': 3, '4:3': 27, '0:0': 22, '8:6': 15, '4:0': 3, '23:2': 14, '0:3': 31, '22:4': 3, '7:6': 43, '1:3': 22, '18:3': 2, '8:5': 8, '6:4': 6, '6:5': 37, '19:3': 9, '3:0': 8, '2:2': 33, '20:2': 8, '9:5': 2, '5:3': 10, '20:4': 4, '23:4': 17, '7:5': 24, '1:2': 22, '20:3': 4, '1:0': 10, '9:6': 3, '2:0': 16, '19:5': 1, '7:4': 2, '6:3': 5, '21:0': 3, '18:6': 1, '22:6': 4, '21:3': 1, '11:5': 2, '17:0': 1, '21:2': 1, '7:3': 2, '10:6': 1, '2:1': 5, '22:0': 3, '16:1': 1, '5:0': 1, '8:4': 1, '23:0': 6, '5:2': 1, '6:2': 1}"
EVbEdWYLE9GDpVG97MGw-w,85281,Tempe,3,33.42776955,2,"Mexican, Restaurants",Macayo's Depot Cantina,1,300 S Ash Ave,-111.9431751,337,AZ,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-22:0'}",Mexican,"{'3:6': 23, '3:5': 34, '19:2': 17, '5:6': 9, '18:2': 22, '1:6': 24, '4:5': 15, '0:5': 44, '2:3': 18, '0:0': 19, '18:3': 23, '19:3': 34, '2:5': 41, '19:4': 27, '1:0': 11, '0:2': 20, '23:2': 6, '1:5': 38, '18:4': 21, '12:3': 1, '22:3': 6, '4:4': 2, '19:5': 9, '20:0': 7, '18:0': 17, '0:3': 19, '1:4': 25, '2:4': 21, '23:5': 20, '21:2': 7, '18:5': 9, '22:0': 11, '21:5': 17, '1:2': 22, '19:6': 17, '1:3': 17, '20:6': 18, '21:1': 6, '0:4': 24, '23:4': 19, '20:5': 17, '0:6': 27, '1:1': 15, '20:2': 5, '22:5': 18, '3:2': 10, '21:6': 14, '3:1': 10, '23:1': 11, '12:4': 1, '17:5': 4, '15:6': 2, '2:2': 15, '15:4': 1, '13:1': 1, '23:3': 14, '3:4': 8, '18:6': 7, '23:6': 15, '4:3': 9, '20:4': 9, '19:1': 19, '22:4': 16, '4:6': 10, '20:3': 8, '2:6': 28, '20:1': 9, '18:1': 13, '3:0': 8, '21:4': 8, '22:2': 4, '3:3': 5, '14:6': 1, '5:5': 4, '5:1': 3, '0:1': 10, '5:4': 3, '5:3': 3, '6:6': 5, '4:0': 4, '17:6': 5, '22:1': 7, '2:1': 12, '7:6': 2, '22:6': 15, '16:3': 1, '6:5': 1, '7:2': 1, '2:0': 14, '4:2': 4, '5:2': 2, '23:0': 4, '19:0': 5, '6:0': 1, '6:1': 2, '21:0': 5, '16:5': 1, '21:3': 2, '16:6': 1, '17:2': 3, '17:1': 3, '16:2': 1, '13:4': 1, '17:4': 6, '4:1': 1, '15:2': 1, '17:3': 2, '14:0': 1, '15:3': 1}"
evdJO0v9rvVixieNEnaeJg,85018,Phoenix,4.5,33.5090102,2,"Sushi Bars, Japanese, Tapas/Small Plates, Restaurants",Sushiholic,1,3957 E Camelback Rd,-111.9958138,535,AZ,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Friday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Saturday': '11:0-0:0'}",Japanese,"{'3:4': 27, '23:4': 16, '2:4': 44, '22:4': 9, '2:5': 48, '2:6': 40, '1:1': 57, '2:1': 47, '19:1': 12, '1:2': 63, '0:3': 27, '0:5': 27, '23:5': 20, '1:6': 46, '2:2': 43, '18:2': 14, '21:3': 11, '0:4': 30, '1:4': 39, '19:5': 10, '2:3': 46, '19:4': 15, '3:5': 45, '20:5': 12, '3:1': 27, '19:0': 25, '0:1': 28, '18:1': 5, '4:3': 20, '4:5': 32, '20:0': 8, '19:3': 25, '3:6': 32, '18:0': 7, '21:4': 5, '1:5': 58, '21:5': 15, '0:6': 30, '20:1': 10, '23:0': 8, '1:3': 41, '20:4': 10, '19:2': 17, '20:3': 11, '23:1': 8, '0:2': 23, '20:2': 7, '21:2': 5, '18:4': 7, '7:5': 2, '21:0': 10, '3:2': 22, '22:5': 17, '4:6': 28, '18:3': 6, '22:0': 8, '18:5': 4, '23:2': 8, '4:4': 20, '5:5': 25, '17:5': 1, '5:6': 17, '5:1': 12, '22:1': 5, '4:2': 21, '5:2': 10, '6:2': 5, '22:2': 6, '3:3': 21, '7:6': 1, '22:3': 8, '5:3': 21, '23:3': 10, '6:6': 6, '6:5': 4, '5:4': 12, '4:1': 8, '6:3': 5, '7:1': 1, '17:1': 1, '6:4': 7, '21:1': 8, '17:3': 1, '6:1': 3, '7:2': 1, '9:4': 1, '8:5': 1, '1:0': 1}"
