business_id,users
Ktia9NJfvxVxTLVcEnw9zQ,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Ryan', 'yelping_since': '11/3/2014 23:20', 'review_count': '104'}, {'name': 'robert', 'yelping_since': '2/9/2011 16:55', 'review_count': '9'}, {'name': 'Kasey', 'yelping_since': '2/21/2014 19:21', 'review_count': '14'}, {'name': 'Jeff', 'yelping_since': '6/25/2012 7:28', 'review_count': '13'}, {'name': 'HoyMay', 'yelping_since': '7/15/2012 3:40', 'review_count': '243'}, {'name': 'Jim', 'yelping_since': '6/23/2011 2:39', 'review_count': '16'}, {'name': 'Fast', 'yelping_since': '10/11/2014 12:52', 'review_count': '34'}, {'name': 'Peyton', 'yelping_since': '10/14/2010 1:06', 'review_count': '86'}, {'name': 'Peyton', 'yelping_since': '10/14/2010 1:06', 'review_count': '86'}]"
zidkKI_N1OPxsiddTOQH_Q,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Aaron', 'yelping_since': '9/24/2015 3:38', 'review_count': '14'}, {'name': 'Micah', 'yelping_since': '2/21/2015 18:00', 'review_count': '2'}, {'name': 'Sally', 'yelping_since': '7/22/2012 14:58', 'review_count': '24'}, {'name': 'CY', 'yelping_since': '1/4/2011 1:43', 'review_count': '117'}, {'name': 'Barbara', 'yelping_since': '2/25/2013 5:50', 'review_count': '15'}, {'name': 'Mandy', 'yelping_since': '9/19/2011 17:24', 'review_count': '105'}, {'name': 'Adrienne', 'yelping_since': '7/19/2015 18:18', 'review_count': '95'}, {'name': 'Michael', 'yelping_since': '6/25/2015 1:38', 'review_count': '12'}, {'name': 'Alex', 'yelping_since': '5/6/2014 18:06', 'review_count': '3'}]"
myw0csRck6XG4w5Z-EFyqg,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Chaquanterra', 'yelping_since': '3/24/2016 22:17', 'review_count': '3'}, {'name': 'Lynn', 'yelping_since': '11/12/2013 16:18', 'review_count': '35'}, {'name': 'Lynn', 'yelping_since': '11/12/2013 16:18', 'review_count': '35'}, {'name': 'Bob', 'yelping_since': '6/11/2013 22:09', 'review_count': '196'}, {'name': 'John', 'yelping_since': '9/11/2010 21:53', 'review_count': '6'}, {'name': 'Gregory', 'yelping_since': '3/13/2017 21:45', 'review_count': '3'}, {'name': 'Sherrie', 'yelping_since': '9/5/2015 21:56', 'review_count': '9'}, {'name': 'JR', 'yelping_since': '11/2/2014 0:47', 'review_count': '11'}, {'name': 'JR', 'yelping_since': '11/2/2014 0:47', 'review_count': '11'}]"
lsTDUrYbsLHrEEkwOEZanA,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Monica', 'yelping_since': '12/4/2009 6:06', 'review_count': '16'}, {'name': 'Andrea', 'yelping_since': '3/25/2011 16:58', 'review_count': '18'}, {'name': 'Mary', 'yelping_since': '1/28/2013 2:48', 'review_count': '15'}, {'name': 'Amelia', 'yelping_since': '1/6/2013 4:42', 'review_count': '58'}, {'name': 'Timothy', 'yelping_since': '2/3/2009 21:10', 'review_count': '33'}, {'name': 'AZ', 'yelping_since': '12/16/2016 3:11', 'review_count': '16'}, {'name': 'Nowar', 'yelping_since': '11/27/2017 0:39', 'review_count': '1'}, {'name': 'Adam', 'yelping_since': '2/1/2017 2:23', 'review_count': '2'}, {'name': 'Kyle', 'yelping_since': '1/9/2016 0:39', 'review_count': '2'}]"
u12UCVo-zyFTX2Nxf_n63A,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Troy', 'yelping_since': '4/17/2012 1:17', 'review_count': '100'}, {'name': 'Edda', 'yelping_since': '3/10/2014 14:09', 'review_count': '10'}, {'name': 'Melissa', 'yelping_since': '4/2/2011 0:00', 'review_count': '67'}, {'name': 'Diana', 'yelping_since': '11/19/2012 1:31', 'review_count': '2'}, {'name': 'Matthew', 'yelping_since': '2/6/2009 23:48', 'review_count': '14'}, {'name': 'Amy', 'yelping_since': '2/17/2011 21:16', 'review_count': '220'}, {'name': 'Long', 'yelping_since': '3/17/2014 13:59', 'review_count': '112'}, {'name': 'Rick', 'yelping_since': '4/25/2014 0:12', 'review_count': '2'}, {'name': 'Bob', 'yelping_since': '5/13/2013 19:55', 'review_count': '12'}]"
9umA26_aWjEuVe4QW7axtw,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Maggie', 'yelping_since': '11/21/2012 8:03', 'review_count': '14'}, {'name': 'Maggie', 'yelping_since': '11/21/2012 8:03', 'review_count': '14'}, {'name': 'R', 'yelping_since': '4/16/2014 18:29', 'review_count': '27'}, {'name': 'George', 'yelping_since': '8/23/2009 15:39', 'review_count': '3'}, {'name': 'Roam', 'yelping_since': '5/19/2012 4:24', 'review_count': '219'}, {'name': 'Dean', 'yelping_since': '8/31/2011 22:34', 'review_count': '56'}, {'name': 'Greg', 'yelping_since': '5/15/2014 22:52', 'review_count': '21'}, {'name': 'Dan', 'yelping_since': '2/24/2017 20:00', 'review_count': '19'}, {'name': 'Erich', 'yelping_since': '10/9/2009 2:23', 'review_count': '221'}]"
qms2KpC7A0KM3DxGqXWzaQ,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Alejandro', 'yelping_since': '6/20/2016 20:36', 'review_count': '27'}, {'name': 'Nate', 'yelping_since': '6/2/2016 19:15', 'review_count': '10'}, {'name': 'Lois', 'yelping_since': '5/8/2014 20:02', 'review_count': '16'}, {'name': 'Pole', 'yelping_since': '7/19/2015 16:59', 'review_count': '12'}, {'name': 'Joseph', 'yelping_since': '7/4/2018 21:15', 'review_count': '6'}, {'name': 'Dana', 'yelping_since': '1/18/2014 19:51', 'review_count': '95'}, {'name': 'Aya', 'yelping_since': '2/9/2017 23:46', 'review_count': '2'}, {'name': 'Danielle', 'yelping_since': '8/25/2006 21:21', 'review_count': '767'}, {'name': 'Dave', 'yelping_since': '8/11/2010 16:48', 'review_count': '24'}]"
4j0WfdS_lHG9uSH7cd1PFg,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Danielle', 'yelping_since': '11/21/2016 3:47', 'review_count': '2'}, {'name': 'Kimberly', 'yelping_since': '2/16/2012 16:25', 'review_count': '14'}, {'name': 'Adrienne', 'yelping_since': '7/19/2015 18:18', 'review_count': '95'}, {'name': 'Annah', 'yelping_since': '7/13/2014 1:54', 'review_count': '2'}, {'name': 'Jakob', 'yelping_since': '6/26/2018 20:25', 'review_count': '1'}, {'name': 'Kassandra', 'yelping_since': '2/6/2016 23:30', 'review_count': '64'}, {'name': 'Noah', 'yelping_since': '1/1/2009 20:13', 'review_count': '63'}, {'name': 'Derek', 'yelping_since': '7/30/2016 21:31', 'review_count': '8'}, {'name': 'Raylun', 'yelping_since': '12/3/2014 18:15', 'review_count': '12'}]"
cHdJXLlKNWixBXpDwEGb_A,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Christine', 'yelping_since': '7/8/2009 0:32', 'review_count': '929'}, {'name': 'Alex', 'yelping_since': '5/7/2015 23:14', 'review_count': '14'}, {'name': 'Aliyah', 'yelping_since': '6/26/2015 14:23', 'review_count': '4'}, {'name': 'Melissa', 'yelping_since': '12/31/2011 23:15', 'review_count': '595'}, {'name': 'Jessica', 'yelping_since': '4/30/2010 21:09', 'review_count': '26'}, {'name': 'Adrian', 'yelping_since': '10/6/2008 14:57', 'review_count': '33'}, {'name': 'Joanna', 'yelping_since': '10/10/2009 15:25', 'review_count': '65'}, {'name': 'Taylor', 'yelping_since': '7/23/2011 5:55', 'review_count': '28'}, {'name': 'D', 'yelping_since': '10/15/2016 23:23', 'review_count': '4'}]"
lfyg98UFNYMVk18p6LIlkw,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Crystal', 'yelping_since': '7/3/2014 20:09', 'review_count': '4'}, {'name': 'W', 'yelping_since': '6/30/2012 14:56', 'review_count': '27'}, {'name': 'Ronald', 'yelping_since': '2/26/2013 21:12', 'review_count': '8'}, {'name': 'Joe', 'yelping_since': '5/19/2017 23:43', 'review_count': '2'}, {'name': 'Tarek', 'yelping_since': '9/14/2008 23:51', 'review_count': '260'}, {'name': 'HoyMay', 'yelping_since': '7/15/2012 3:40', 'review_count': '243'}, {'name': 'HoyMay', 'yelping_since': '7/15/2012 3:40', 'review_count': '243'}, {'name': 'HoyMay', 'yelping_since': '7/15/2012 3:40', 'review_count': '243'}, {'name': 'Mickey', 'yelping_since': '4/2/2010 17:35', 'review_count': '52'}]"
LR_99E7tVUfxqemvcGkDzw,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'David', 'yelping_since': '1/28/2009 4:18', 'review_count': '9'}, {'name': 'Lisa', 'yelping_since': '11/16/2011 2:11', 'review_count': '9'}, {'name': 'Lisa', 'yelping_since': '11/16/2011 2:11', 'review_count': '9'}, {'name': 'Mickey', 'yelping_since': '4/2/2010 17:35', 'review_count': '52'}, {'name': 'Kristan', 'yelping_since': '6/11/2014 5:10', 'review_count': '6'}, {'name': 'K', 'yelping_since': '1/22/2012 9:33', 'review_count': '9'}, {'name': 'Shelbie', 'yelping_since': '2/7/2018 17:09', 'review_count': '2'}, {'name': 'Krissy', 'yelping_since': '11/30/2010 23:29', 'review_count': '30'}, {'name': 'Sherrie', 'yelping_since': '9/5/2015 21:56', 'review_count': '9'}]"
u9R0_pvEkl7QGPJYH3j1sg,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Kaitlan', 'yelping_since': '5/1/2015 16:53', 'review_count': '282'}, {'name': 'W', 'yelping_since': '6/30/2012 14:56', 'review_count': '27'}, {'name': 'Tara', 'yelping_since': '5/9/2011 4:34', 'review_count': '12'}, {'name': 'Joy', 'yelping_since': '7/30/2011 14:38', 'review_count': '8'}, {'name': 'C', 'yelping_since': '2/22/2014 22:13', 'review_count': '66'}, {'name': 'Robyn', 'yelping_since': '4/10/2010 15:11', 'review_count': '350'}, {'name': 'Jessica', 'yelping_since': '8/14/2011 2:59', 'review_count': '42'}, {'name': 'Darci', 'yelping_since': '6/21/2013 19:53', 'review_count': '11'}, {'name': 'Chris', 'yelping_since': '6/5/2011 3:36', 'review_count': '8'}]"
TubbskG3TSU9TpgFFH2How,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Mary', 'yelping_since': '5/19/2018 0:36', 'review_count': '1'}, {'name': 'Swetha', 'yelping_since': '4/8/2016 18:33', 'review_count': '80'}, {'name': 'Catherine', 'yelping_since': '8/10/2010 21:41', 'review_count': '509'}, {'name': 'Kathleen', 'yelping_since': '7/1/2013 16:31', 'review_count': '17'}, {'name': 'Jessica', 'yelping_since': '8/14/2011 2:59', 'review_count': '42'}, {'name': 'Kristan', 'yelping_since': '6/11/2014 5:10', 'review_count': '6'}, {'name': 'Shelby', 'yelping_since': '12/12/2017 2:59', 'review_count': '1'}, {'name': 'Niki', 'yelping_since': '12/31/2014 16:15', 'review_count': '20'}, {'name': 'Wes', 'yelping_since': '11/12/2011 3:14', 'review_count': '16'}]"
YOD9dXrnpu8HTRILpF0onw,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Karen', 'yelping_since': '5/29/2015 19:31', 'review_count': '36'}, {'name': 'Benjamin', 'yelping_since': '12/27/2012 22:10', 'review_count': '16'}, {'name': 'Nancy', 'yelping_since': '11/25/2013 19:44', 'review_count': '2'}, {'name': 'Nicole', 'yelping_since': '9/6/2012 14:57', 'review_count': '46'}, {'name': 'Vanessa', 'yelping_since': '11/25/2012 2:49', 'review_count': '16'}, {'name': 'T.', 'yelping_since': '1/14/2011 0:17', 'review_count': '16'}, {'name': 'E', 'yelping_since': '12/6/2014 19:55', 'review_count': '7'}, {'name': 'Shar', 'yelping_since': '6/4/2010 16:48', 'review_count': '94'}, {'name': 'Jessica', 'yelping_since': '8/17/2017 14:00', 'review_count': '3'}]"
EU83r5yrRw3zRictM5eO6Q,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Denny', 'yelping_since': '3/19/2016 20:37', 'review_count': '2'}, {'name': 'Chris', 'yelping_since': '3/14/2013 19:03', 'review_count': '109'}, {'name': 'Cassandra', 'yelping_since': '7/8/2015 20:54', 'review_count': '45'}, {'name': 'Dolores', 'yelping_since': '7/25/2017 0:46', 'review_count': '470'}, {'name': 'Grigour', 'yelping_since': '3/5/2011 23:51', 'review_count': '129'}, {'name': 'Chukki', 'yelping_since': '9/26/2009 18:41', 'review_count': '1022'}, {'name': 'David', 'yelping_since': '6/17/2013 16:15', 'review_count': '8'}, {'name': 'Devin', 'yelping_since': '3/1/2010 15:13', 'review_count': '34'}, {'name': 'Sam', 'yelping_since': '5/2/2012 1:15', 'review_count': '265'}]"
lap6PTY8pyckPSMgvCuIbA,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Shawn', 'yelping_since': '7/23/2016 21:33', 'review_count': '4'}, {'name': 'Theresa', 'yelping_since': '11/13/2013 16:41', 'review_count': '16'}, {'name': 'Ashleigh', 'yelping_since': '3/22/2018 3:56', 'review_count': '1'}, {'name': 'Tiffany', 'yelping_since': '9/12/2018 4:26', 'review_count': '3'}, {'name': 'Angela', 'yelping_since': '11/29/2012 14:16', 'review_count': '17'}, {'name': 'Grace', 'yelping_since': '2/7/2015 20:01', 'review_count': '5'}, {'name': 'Sean', 'yelping_since': '8/9/2015 1:50', 'review_count': '1'}, {'name': 'C', 'yelping_since': '6/15/2012 19:26', 'review_count': '23'}, {'name': 'Abriana', 'yelping_since': '6/17/2016 18:00', 'review_count': '4'}]"
jKndHanZV4fygbNHWK5Xnw,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Kim', 'yelping_since': '12/4/2012 16:46', 'review_count': '226'}, {'name': 'Sabrina', 'yelping_since': '7/7/2013 21:54', 'review_count': '31'}, {'name': 'Teehee', 'yelping_since': '3/23/2010 15:56', 'review_count': '61'}, {'name': 'James', 'yelping_since': '11/6/2018 3:25', 'review_count': '11'}, {'name': 'Keilene', 'yelping_since': '11/17/2015 21:58', 'review_count': '11'}, {'name': 'Rach', 'yelping_since': '7/25/2014 3:56', 'review_count': '19'}, {'name': 'Sean', 'yelping_since': '11/13/2014 8:50', 'review_count': '5'}, {'name': 'Allie', 'yelping_since': '4/7/2016 21:04', 'review_count': '9'}, {'name': 'Cheryl', 'yelping_since': '4/9/2012 3:17', 'review_count': '11'}]"
jzM4dTlstNmGDPRT9SC6Hw,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Tasha', 'yelping_since': '2/24/2009 7:33', 'review_count': '25'}, {'name': 'Sarah', 'yelping_since': '12/6/2012 18:34', 'review_count': '29'}, {'name': 'Sue', 'yelping_since': '8/1/2015 20:52', 'review_count': '7'}, {'name': 'Adrienne', 'yelping_since': '7/19/2015 18:18', 'review_count': '95'}, {'name': 'Adrienne', 'yelping_since': '7/19/2015 18:18', 'review_count': '95'}, {'name': 'Michael', 'yelping_since': '12/16/2012 22:24', 'review_count': '59'}, {'name': 'Amanda', 'yelping_since': '3/4/2011 22:21', 'review_count': '11'}, {'name': 'Darlene', 'yelping_since': '5/17/2016 11:49', 'review_count': '16'}, {'name': 'Heather', 'yelping_since': '3/11/2015 23:53', 'review_count': '13'}]"
zbrFk-4ejesAJD8EwcdHxg,"[{'name': 'Kristin', 'yelping_since': '7/28/2016 2:08', 'review_count': '73'}, {'name': 'Brittany', 'yelping_since': '6/8/2014 16:43', 'review_count': '10'}, {'name': 'robert', 'yelping_since': '2/9/2011 16:55', 'review_count': '9'}, {'name': 'Kim', 'yelping_since': '12/4/2012 16:46', 'review_count': '226'}, {'name': 'Annette', 'yelping_since': '4/15/2011 16:48', 'review_count': '94'}, {'name': 'Kristen', 'yelping_since': '1/16/2014 21:10', 'review_count': '27'}, {'name': 'Monica', 'yelping_since': '9/8/2014 2:07', 'review_count': '16'}, {'name': 'Kathryn', 'yelping_since': '9/5/2012 4:51', 'review_count': '40'}, {'name': 'Tom', 'yelping_since': '5/24/2017 0:24', 'review_count': '1'}, {'name': 'Sarah', 'yelping_since': '11/7/2014 19:42', 'review_count': '14'}]"
ukCTLs6T8LY1eUBXiAlmCg,"[{'name': 'Cynthia', 'yelping_since': '11/10/2016 15:51', 'review_count': '6'}, {'name': 'Marty', 'yelping_since': '10/9/2016 2:12', 'review_count': '5'}, {'name': 'Tara', 'yelping_since': '4/18/2014 17:58', 'review_count': '27'}, {'name': 'Jason', 'yelping_since': '3/10/2018 22:59', 'review_count': '16'}, {'name': 'Taylor', 'yelping_since': '12/28/2011 2:26', 'review_count': '167'}, {'name': 'a', 'yelping_since': '3/26/2011 18:43', 'review_count': '19'}, {'name': 'Drew', 'yelping_since': '2/12/2010 3:44', 'review_count': '20'}, {'name': 'Sharon', 'yelping_since': '6/4/2011 3:11', 'review_count': '36'}, {'name': 'Kellie', 'yelping_since': '11/10/2016 23:27', 'review_count': '1'}, {'name': 'Callie', 'yelping_since': '1/13/2016 18:40', 'review_count': '4'}]"
wB2mrl_xHyj55UObucaVRA,"[{'name': 'Kristie', 'yelping_since': '5/2/2010 16:22', 'review_count': '221'}, {'name': 'Elizabeth', 'yelping_since': '11/11/2013 7:35', 'review_count': '7'}, {'name': 'Tom', 'yelping_since': '5/5/2009 3:09', 'review_count': '29'}, {'name': 'K', 'yelping_since': '9/25/2010 3:47', 'review_count': '20'}, {'name': 'Rachel', 'yelping_since': '2/7/2016 2:21', 'review_count': '4'}, {'name': 'David', 'yelping_since': '2/27/2012 22:53', 'review_count': '16'}, {'name': 'C', 'yelping_since': '10/8/2009 19:07', 'review_count': '23'}, {'name': 'Rae', 'yelping_since': '8/2/2012 16:54', 'review_count': '21'}, {'name': 'Kevin', 'yelping_since': '6/1/2009 20:59', 'review_count': '77'}, {'name': 'Jody', 'yelping_since': '2/6/2012 22:38', 'review_count': '27'}]"
